vintage,grade,dr_12m,dr_24m,dr_36m,prepayment_rate,loan_count
2018Q1,G,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.5428571428571428,35.0
2018Q2,A,0.05433723196881091,0.05433723196881091,0.05433723196881091,0.9405458089668616,4104.0
2018Q2,B,0.12367491166077739,0.12367491166077739,0.12367491166077739,0.8684727129956812,5094.0
2018Q2,C,0.20313773431132845,0.20313773431132845,0.20313773431132845,0.7864710676446618,4908.0
2018Q2,D,0.29150943396226414,0.29150943396226414,0.29150943396226414,0.6924528301886792,3180.0
2018Q2,E,0.31573157315731576,0.31573157315731576,0.31573157315731576,0.6666666666666666,909.0
2018Q2,F,0.3811881188118812,0.3811881188118812,0.3811881188118812,0.599009900990099,202.0
2018Q2,G,0.36,0.36,0.36,0.58,50.0
2018Q3,A,0.027243589743589744,0.027243589743589744,0.027243589743589744,0.967948717948718,2496.0
2018Q3,B,0.05663304887509697,0.05663304887509697,0.05663304887509697,0.9297905352986812,2578.0
2018Q3,C,0.09767264402899657,0.09767264402899657,0.09767264402899657,0.8927890118275468,2621.0
2018Q3,D,0.13823857302118173,0.13823857302118173,0.13823857302118173,0.8416945373467113,1794.0
2018Q3,E,0.17733990147783252,0.17733990147783252,0.17733990147783252,0.7799671592775042,609.0
2018Q3,F,0.23170731707317074,0.23170731707317074,0.23170731707317074,0.75,164.0
2018Q3,G,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.6521739130434783,46.0
2018Q4,A,0.007475083056478406,0.007475083056478406,0.007475083056478406,0.9867109634551495,1204.0
2018Q4,B,0.015350877192982455,0.015350877192982455,0.015350877192982455,0.9744152046783626,1368.0
2018Q4,C,0.016488046166529265,0.016488046166529265,0.016488046166529265,0.9686727122835944,1213.0
2018Q4,D,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.9769975786924939,826.0
2018Q4,E,0.008152173913043478,0.008152173913043478,0.008152173913043478,0.9782608695652174,368.0
2018Q4,F,0.0,0.0,0.0,0.9230769230769231,39.0
2018Q4,G,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.75,12.0
